"","gene","Length","sd","sample_weight"
"10790","MSMO1",164.944444444444,62.150171285763,3.08701819011796e-05
"10791","MSMP",139,35.3694783676548,2.60145487089092e-05
"10792","MSN",127.625,63.9216968902839,2.38856602803924e-05
"10793","MSR1",128.872727272727,101.269909710608,2.41191787114125e-05
"10794","MSRA",97.5526315789474,43.6365191519493,1.82574653661353e-05
"10795","MSRB1",117.058823529412,138.895856034402,2.19081472411042e-05
"10796","MSRB2",100.555555555556,22.0063122257633,1.88194776831038e-05
"10797","MSRB3",86.4666666666667,38.2997894755816,1.61826713071728e-05
"10798","MSS51",206.4375,150.787253550601,3.86358158208305e-05
"10799","MST1",119.913043478261,30.7628953647945,2.24423288517897e-05
"10800","MST1R",197.744897959184,226.507336365313,3.70089516539386e-05
"10801","MSTN",375,2.64575131106459,7.018313500605e-05
"10802","MSTO1",114.229166666667,45.7901037265781,2.1378562735454e-05
"10803","MSX1",454.5,20.5060966544099,8.50619596273327e-05
"10804","MSX2",401,21.51743479135,7.50491656998028e-05
"10805","MT-ATP6",678,NA,0.000126891108090938
"10806","MT-ATP8",204,NA,3.81796254432912e-05
"10807","MT-CO1",1542,NA,0.000288593051144878
"10808","MT-CO2",681,NA,0.000127452573170987
"10809","MT-CO3",784,NA,0.000146729540919315
"10810","MT-CYB",1141,NA,0.000213543885445075
"10811","MT-ND1",956,NA,0.000178920205508757
"10812","MT-ND2",1042,NA,0.000195015537803478
"10813","MT-ND3",346,NA,6.47556392322488e-05
"10814","MT-ND4",1378,NA,0.000257899626768899
"10815","MT-ND4L",294,NA,5.50235778447432e-05
"10816","MT-ND5",1809,NA,0.000338563443269185
"10817","MT-ND6",525,NA,9.82563890084701e-05
"10818","MT1A",61,30.8058436014987,1.14164566276508e-05
"10819","MT1B",65.5,34.9957140232915,1.22586542477234e-05
"10820","MT1E",97.2857142857143,116.12308740544,1.82075104529981e-05
"10821","MT1F",63,34.6987031457949,1.17907666810164e-05
"10822","MT1G",69,46.4064171807688,1.29136968411132e-05
"10823","MT1H",87.6,82.1662947929381,1.63947803374133e-05
"10824","MT1HL1",183,NA,3.42493698829524e-05
"10825","MT1M",78,62.1811868654821,1.45980920812584e-05
"10826","MT1X",65.5714285714286,38.1482072224333,1.2272022463915e-05
"10827","MT2A",80.4,67.0917282531908,1.50472641452971e-05
"10828","MT3",88.5,55.9147077740244,1.65632198614278e-05
"10829","MT4",62,29.2061637330205,1.16036116543336e-05
"10830","MTA1",97.8,50.211360957763,1.83037616095779e-05
"10831","MTA2",118.428571428571,49.6805123776369,2.21645024457202e-05
"10832","MTA3",102.369369369369,53.0250246115288,1.91589420558257e-05
"10833","MTAP",108.657894736842,67.6450498841302,2.03358711887706e-05
"10834","MTBP",111.371428571429,54.3112412339264,2.08437226859873e-05
"10835","MTCH1",92.4318181818182,68.0661093579541,1.72990793981579e-05
"10836","MTCH2",70.7083333333333,20.0140801886347,1.32334200116963e-05
"10837","MTCL1",354.536231884058,462.25850864533,6.63532379382803e-05
"10838","MTCP1",107,56.370204895849,2.00255878550596e-05
"10839","MTDH",131.638888888889,75.2261933021349,2.46368797624942e-05
"10840","MTERF1",555.75,515.800279731825,0.000104011406078966
"10841","MTERF2",726.666666666667,489.527391130125,0.000135999319389501
"10842","MTERF3",157.76,71.3881876316617,2.95255770094785e-05
"10843","MTERF4",210.341463414634,186.049000233285,3.93664621978651e-05
"10844","MTF1",225.9,186.825795268688,4.22783205276445e-05
"10845","MTF2",119.490566037736,78.8827324971182,2.23632600751353e-05
"10846","MTFMT",137.739130434783,63.2449907404131,2.57785706317874e-05
"10847","MTFP1",104.470588235294,58.826139647969,1.95521957287443e-05
"10848","MTFR1",140.142857142857,75.0603284701906,2.62284401679753e-05
"10849","MTFR1L",116.368421052632,81.9332805161636,2.17789349471406e-05
"10850","MTFR2",160.045454545455,101.004703932293,2.99533113159154e-05
"10851","MTG1",91,24.769280195018,1.70311074281348e-05
"10852","MTG2",166.714285714286,88.4206976913199,3.12014165912611e-05
"10853","MTHFD1",105.414364640884,38.9885968123967,1.97288282271151e-05
"10854","MTHFD1L",100.271186440678,44.7734393595645,1.87662565738211e-05
"10855","MTHFD2",118.95652173913,47.2425831224231,2.226331100018e-05
"10856","MTHFD2L",116,37.3095162123553,2.17099830952048e-05
"10857","MTHFR",171.53125,59.6507295803973,3.21029356706841e-05
"10858","MTHFS",194,63.1935801440983,3.63080751764632e-05
"10859","MTHFSD",111.630952380952,97.4138828534004,2.08922938714835e-05
"10860","MTIF2",161.156862745098,50.2320107298203,3.01613169471752e-05
"10861","MTIF3",278,138.791210096317,5.20290974178184e-05
"10862","MTLN",250,142.028166220648,4.67887566707e-05
"10863","MTM1",117.722222222222,47.9458095519804,2.20323056411585e-05
"10864","MTMR1",103.466019417476,49.3107027188527,1.93641856248408e-05
"10865","MTMR10",111.125,82.4707248333944,2.07976023401262e-05
"10866","MTMR11",119.029411764706,65.7398386175512,2.22769527348615e-05
"10867","MTMR12",131.877551020408,118.103703133634,2.46815465800868e-05
"10868","MTMR14",95.6086956521739,43.9184950706305,1.78936479858903e-05
"10869","MTMR2",130.417910447761,46.7252281651226,2.44083675097658e-05
"10870","MTMR3",196.677777777778,299.108256219761,3.68092347479138e-05
"10871","MTMR4",155.581818181818,249.156108353711,2.91179193331767e-05
"10872","MTMR6",133.071428571429,56.4561971602959,2.4904986765004e-05
"10873","MTMR7",127.741935483871,66.5472101804103,2.39075453439964e-05
"10874","MTMR8",150.857142857143,110.539138312641,2.82336725967196e-05
"10875","MTMR9",151.909090909091,53.3049708134233,2.84305499624508e-05
"10876","MTNR1A",525,482.246824769225,9.82563890084701e-05
"10877","MTNR1B",276.666666666667,297.309715055978,5.17795573822414e-05
"10878","MTO1",151.662162162162,62.4370975576652,2.83843360062306e-05
"10879","MTOR",125.204819277108,52.0365160332778,2.34327112926224e-05
"10880","MTPAP",178.3125,81.0322723775328,3.33720806953768e-05
"10881","MTPN",85,15.3753048750261,1.5908177268038e-05
"10882","MTR",110.523364485981,47.3310990736201,2.06850032294467e-05
"10883","MTRES1",217.5,185.904545398976,4.0706218303509e-05
"10884","MTREX",110.542857142857,38.2932514843503,2.06886513781644e-05
"10885","MTRF1",160.125,128.070985860791,2.99681986475834e-05
"10886","MTRF1L",142.296296296296,71.5110614438907,2.6631467130197e-05
"10887","MTRNR2L1",72,NA,1.34751619211616e-05
"10888","MTRNR2L10",72,NA,1.34751619211616e-05
"10889","MTRNR2L11",72,NA,1.34751619211616e-05
"10890","MTRNR2L12",72,NA,1.34751619211616e-05
"10891","MTRNR2L13",72,NA,1.34751619211616e-05
"10892","MTRNR2L3",72,NA,1.34751619211616e-05
"10893","MTRNR2L4",84,NA,1.57210222413552e-05
"10894","MTRNR2L5",72,NA,1.34751619211616e-05
"10895","MTRNR2L6",72,NA,1.34751619211616e-05
"10896","MTRNR2L7",72,NA,1.34751619211616e-05
"10897","MTRNR2L8",72,NA,1.34751619211616e-05
"10898","MTRR",129.142857142857,77.2467469077767,2.41697348744645e-05
"10899","MTSS1",165.614457831325,159.155533019939,3.09955782744792e-05
"10900","MTSS2",135.1,155.553568973884,2.52846441048463e-05
"10901","MTTP",138.602739726027,51.1538365363699,2.59401994517339e-05
"10902","MTURN",118.7,28.4645978951633,2.22153016672484e-05
"10903","MTUS1",203.102272727273,382.664885647245,3.80116112716101e-05
"10904","MTUS2",228.681818181818,443.358418329453,4.27989517836894e-05
"10905","MTX1",143.357142857143,120.955827347475,2.68300098965986e-05
"10906","MTX2",73.28125,37.0894597452369,1.37149542990989e-05
"10907","MTX3",96.9,42.705365890741,1.81353220855633e-05
"10908","MUC1",120.331288343558,120.890525684116,2.25206054807144e-05
"10909","MUC12",1090.7,3757.3431290814,0.00020412998760293
"10910","MUC13",122.823529411765,98.1314394664865,2.29870409243345e-05
"10911","MUC15",305.368421052632,296.308249880709,5.71512349901898e-05
"10912","MUC16",292.247252747253,1772.77217731776,5.46955423858871e-05
"10913","MUC17",1313.25,3729.85892036005,0.000245781338791187
"10914","MUC19",47.9545454545455,12.1321190106391,8.97493423410701e-06
"10915","MUC2",196.5,19.0918830920368,3.67759627431702e-05
"10916","MUC20",415.7,663.258233428373,7.780034459204e-05
"10917","MUC21",406.8,582.833338099323,7.61346648545631e-05
"10918","MUC22",1329.75,2183.38061653635,0.000248869396731453
"10919","MUC3A",843.259259259259,2348.17933715255,0.000157820209167185
"10920","MUC4",802.545454545455,2837.88865024728,0.000150200415959614
"10921","MUC5AC",346.163265306122,1463.26396495043,6.47861951549726e-05
"10922","MUC5B",322.672727272727,1452.95451299585,6.03898228825392e-05
"10923","MUC6",216.09756097561,452.831138774602,4.04437447904783e-05
"10924","MUC7",475.125,508.61392529108,8.89220320526654e-05
"10925","MUCL1",58.8461538461538,29.1171374332659,1.10133534932571e-05
"10926","MUCL3",777.692307692308,1427.43875435547,0.000145549024597162
"10927","MUL1",264,309.046922003763,4.94089270442592e-05
"10928","MUS81",94.525641025641,31.9641537696077,1.76909488683626e-05
"10929","MUSK",171.4,148.006321440811,3.20783715734319e-05
"10930","MUSTN1",84.5,54.4527317955674,1.58145997546966e-05
"10931","MUTYH",98.4944649446495,48.1213643820542,1.8433734214824e-05
"10932","MVB12A",89.156862745098,32.2573232299393,1.66861550260136e-05
"10933","MVB12B",101.681818181818,26.4690049890098,1.90302633949738e-05
"10934","MVD",98.5384615384615,50.7000834470562,1.84419683985128e-05
"10935","MVK",110.4125,42.6503873133021,2.06642543836147e-05
"10936","MVP",151.071428571429,77.7333103146105,2.82737772452944e-05
"10937","MX1",145.623376623377,50.7926742959317,2.72541469375875e-05
"10938","MX2",167.7,64.8829715719001,3.13858979747056e-05
"10939","MXD1",108.421052631579,50.7809191959536,2.02915449982404e-05
"10940","MXD3",123.344827586207,144.865522828703,2.30846044980819e-05
"10941","MXD4",99.3333333333333,47.6737650997682,1.85907326504915e-05
"10942","MXI1",110.365384615385,54.7789795496072,2.06554365025498e-05
"10943","MXRA5",1414,1861.95649788066,0.000264637207729479
"10944","MXRA7",116.571428571429,144.555031537671,2.18169288247378e-05
"10945","MXRA8",128.153846153846,138.910902618897,2.39846364964265e-05
"10946","MYADM",759.1,242.572074054519,0.000142069380754914
"10947","MYADML2",921,NA,0.000172369779574859
"10948","MYB",124.767494356659,73.285548443577,2.33508637354667e-05
"10949","MYBBP1A",142.647727272727,93.2952352176443,2.66972392039681e-05
"10950","MYBL1",129.348837209302,74.8700091653878,2.42082850792961e-05
"10951","MYBL2",152.888888888889,98.7075452393559,2.86139240795037e-05
"10952","MYBPC1",119.010695187166,50.6818377613913,2.22734498332926e-05
"10953","MYBPC2",122.25,53.2712312047889,2.28797020119723e-05
"10954","MYBPC3",112.016129032258,62.8195226077542,2.09643816179362e-05
"10955","MYBPH",129.954545454545,66.2566994080615,2.43216464220966e-05
"10956","MYBPHL",132.75,60.2180561436044,2.48448297921417e-05
"10957","MYC",471.75,285.060824935738,8.8290383837611e-05
"10958","MYCBP",59.625,38.0448513505535,1.1159118465962e-05
"10959","MYCBP2",163.492385786802,160.797712292379,3.05984218243636e-05
"10960","MYCBPAP",140.897959183673,68.0906748078775,2.63697613105725e-05
"10961","MYCL",410.375,227.113525734221,7.68037440749541e-05
"10962","MYCN",537.75,268.859783778335,0.000100642615598676
"10963","MYCT1",258.833333333333,205.958652808438,4.84419594063981e-05
"10964","MYD88",172.038461538462,105.931158100014,3.21978628596987e-05
"10965","MYDGF",89.1333333333333,50.2989160159635,1.66817513783269e-05
"10966","MYEF2",103.708860759494,65.9856534327114,1.94096346026858e-05
"10967","MYEOV",528.6,354.08515924845,9.89301471045281e-05
"10968","MYF5",255,220.279368076087,4.7724531804114e-05
"10969","MYF6",242,240.214487489826,4.52915164572376e-05
"10970","MYH1",153.078947368421,72.5576682403979,2.86494944793118e-05
"10971","MYH10",145.409448818898,62.0969996886219,2.7214109273632e-05
"10972","MYH11",143.542372881356,61.0449690896443,2.68646766267226e-05
"10973","MYH13",149.076923076923,74.4185685308113,2.79004955162513e-05
"10974","MYH14",146.949806949807,68.2051268700377,2.75023950407234e-05
"10975","MYH15",139,73.9716491505278,2.60145487089092e-05
"10976","MYH2",143.271186440678,70.4235854306291,2.68139227211815e-05
"10977","MYH3",149.230769230769,74.4546706104359,2.79292885972794e-05
"10978","MYH4",153.078947368421,72.5576682403979,2.86494944793118e-05
"10979","MYH6",157.216216216216,81.0699749650932,2.94238051409148e-05
"10980","MYH7",152.763157894737,78.3865798671666,2.85903928919383e-05
"10981","MYH7B",137.411764705882,83.5336361896979,2.57173024900601e-05
"10982","MYH8",152.921052631579,72.8676629346977,2.8619943685625e-05
"10983","MYH9",148.760869565217,69.0005426009612,2.78413445128348e-05
"10984","MYL1",86,64.4092031820411,1.60953322947208e-05
"10985","MYL10",78.6,27.3124775253258,1.47103850972681e-05
"10986","MYL12A",155.947368421053,49.1544885304492,2.91863338979546e-05
"10987","MYL12B",172,9.4112394811432,3.21906645894416e-05
"10988","MYL2",78.1428571428571,52.3624729307982,1.46248285136417e-05
"10989","MYL3",95.71875,59.1172887626383,1.79142452102943e-05
"10990","MYL4",98.0888888888889,57.1369257383374,1.83578286172862e-05
"10991","MYL5",86.4,42.1537416018375,1.61701943053939e-05
"10992","MYL6",83.4366197183099,71.9781181817217,1.56155827897029e-05
"10993","MYL6B",97.8947368421053,61.1599857721462,1.83214920857899e-05
"10994","MYL7",88.4705882352941,37.7208529211369,1.65577153018195e-05
"10995","MYL9",174,9.69535971483266,3.25649746428072e-05
"10996","MYLIP",193.363636363636,120.331436231163,3.61889765231196e-05
"10997","MYLK",181.883838383838,170.62278173241,3.40404746258974e-05
"10998","MYLK2",149,103.895432380664,2.78860989757372e-05
"10999","MYLK3",169.173913043478,136.017262331566,3.16617482096859e-05
"11000","MYLK4",105,34.8807492274273,1.9651277801694e-05
"11001","MYLPF",81.0869565217391,47.8187040654389,1.51758315114531e-05
"11002","MYMK",132.6,16.0872620417522,2.48167565381393e-05
"11003","MYMX",252,0,4.71630667240656e-05
"11004","MYNN",236.62962962963,216.092777109945,4.42864246472744e-05
"11005","MYO10",152.081761006289,140.353530507762,2.84628660390993e-05
"11006","MYO15A",138.688118811881,350.268279209414,2.5956178576825e-05
"11007","MYO15B",147.316725978648,284.28276172167,2.75710657813566e-05
"11008","MYO16",150.903225806452,152.976842842317,2.82422972523271e-05
"11009","MYO18A",152.939226519337,165.859015289286,2.86233450200733e-05
"11010","MYO18B",194.908450704225,271.282870477669,3.64780962922525e-05
"11011","MYO19",106.892156862745,54.2374513228171,2.00054044698291e-05
"11012","MYO1A",113.230769230769,45.3419684827876,2.11917076366986e-05
"11013","MYO1B",112.243243243243,42.248957902315,2.10068871841532e-05
"11014","MYO1C",99.9871794871795,38.6141339029499,1.8713103244861e-05
"11015","MYO1D",127.784810126582,53.3567266530674,2.39155695488971e-05
"11016","MYO1E",111.089285714286,46.2087267577395,2.07909182320303e-05
"11017","MYO1F",109.68115942029,49.0166516585175,2.05273803179048e-05
"11018","MYO1G",131.588235294118,54.4144012079847,2.46273996876132e-05
"11019","MYO1H",96.4411764705882,38.1185825929266,1.80494509556736e-05
"11020","MYO3A",131.716216216216,98.10527198355,2.46513519605034e-05
"11021","MYO3B",116.753623188406,45.05678681255,2.18510274631397e-05
"11022","MYO5A",134.667896678967,61.8499411868671,2.52037737962686e-05
"11023","MYO5B",142.544117647059,60.7218846736027,2.66778481417115e-05
"11024","MYO5C",120.925373134328,55.1640290771561,2.26317914355828e-05
"11025","MYO6",111.545023696682,46.3411045191167,2.08762118862862e-05
"11026","MYO7A",137.306722689076,46.1107916034206,2.56976433486018e-05
"11027","MYO7B",135.545454545455,44.7133462551544,2.53680131621868e-05
"11028","MYO9A",185.619791666667,254.41355668701,3.47396770622308e-05
"11029","MYO9B",150.380434782609,165.245989337592,2.81444542843102e-05
"11030","MYOC",283.5,325.552914285835,5.30584500645738e-05
"11031","MYOCD",217.75,259.361454895893,4.07530070601797e-05
"11032","MYOCOS",115.666666666667,26.5894716006167,2.16475980863105e-05
"11033","MYOD1",320,281.906012706363,5.9889608538496e-05
"11034","MYOF",114.012903225806,43.2197626598491,2.13380879454093e-05
"11035","MYOG",224,214.706776791046,4.19227259769472e-05
"11036","MYOM1",126.44347826087,73.5075114080841,2.36645325477791e-05
"11037","MYOM2",119.745762711864,61.1269434414518,2.24110214154912e-05
"11038","MYOM3",115.239130434783,58.7598444830438,2.15675825314244e-05
"11039","MYORG",874,1098.38244705567,0.000163573493320767
"11040","MYOT",143.4,69.216447948928,2.68380308263135e-05
"11041","MYOZ1",179.4,68.8207817450514,3.35756117868943e-05
"11042","MYOZ2",158.4,58.7435102798599,2.96453562265555e-05
"11043","MYOZ3",150.352941176471,71.7643201532546,2.81393087177198e-05
"11044","MYPN",188.602409638554,184.579941023582,3.5297889008344e-05
"11045","MYPOP",598.5,140.714249456123,0.000112012283469656
"11046","MYRF",123.485294117647,66.9255529021276,2.31108935155217e-05
"11047","MYRFL",100.6,50.5492866393467,1.88277956842897e-05
"11048","MYRIP",162.275862068966,142.514192655538,3.03707432954916e-05
"11049","MYSM1",119.233766233766,155.815840700682,2.23151987009713e-05
"11050","MYT1",145.037037037037,144.489751661023,2.71444105366609e-05
"11051","MYT1L",164.891941391941,178.681648249556,3.08603556909875e-05
"11052","MYZAP",99.2857142857143,33.9121455152188,1.85818205063637e-05
"11053","MZB1",120.538461538462,60.6377431756484,2.25593789855344e-05
"11054","MZF1",312.05,399.384457305041,5.84017260763678e-05
"11055","MZT1",82,62.5539766921337,1.53467121879896e-05
"11056","MZT2A",127.428571428571,48.5656158986896,2.38488976858654e-05
"11057","MZT2B",149.111111111111,36.9528935249904,2.7906893978702e-05
"11058","N4BP1",389.375,540.374721175699,7.28734885146153e-05
"11059","N4BP2",303.705882352941,560.797404643833,5.68400825154881e-05
"11060","N4BP2L1",110.666666666667,61.168173542664,2.07118229528965e-05
"11061","N4BP2L2",305.341463414634,513.233456126746,5.71461897327311e-05
"11062","N4BP3",408,136.842975705734,7.63592508865824e-05
"11063","N6AMT1",108.352941176471,23.5635873130307,2.02787975970422e-05
"11064","NAA10",73.0666666666667,47.3485144242332,1.36747939496233e-05
"11065","NAA11",510,250.315800540038,9.54490636082281e-05
"11066","NAA15",127.604651162791,42.1059545245448,2.38818518932215e-05
"11067","NAA16",123.340909090909,40.2913477825088,2.30838711319899e-05
"11068","NAA20",80.2941176470588,47.2397670213909,1.50274477307072e-05
"11069","NAA25",107.085714285714,48.2239697713098,2.00416297144896e-05
"11070","NAA30",158.923076923077,190.029586090544,2.97432527020512e-05
"11071","NAA35",92.6363636363636,44.824531635742,1.73373611081612e-05
"11072","NAA38",137.6,90.1251510797228,2.57525316715533e-05
"11073","NAA40",79.0384615384615,46.9480400180717,1.47924453781982e-05
"11074","NAA50",82.1714285714286,59.4056274390615,1.53787959068495e-05
"11075","NAA60",125.848484848485,52.6837626761956,2.35531765398081e-05
"11076","NAA80",494.5,413.943405379459,9.25481606946447e-05
"11077","NAAA",106.853658536585,52.767679963975,1.99981993145694e-05
"11078","NAALAD2",120.107692307692,49.8015195165152,2.24787583586557e-05
"11079","NAALADL1",116.67032967033,61.2936565405616,2.18354386625416e-05
"11080","NAALADL2",170.117647058824,115.444186922156,3.18383727745093e-05
"11081","NAB1",211.46875,221.910325447742,3.95774395488284e-05
"11082","NAB2",227.538461538462,289.386021139186,4.25849668405941e-05
"11083","NABP1",97.4137931034483,37.6682105849209,1.82314810475486e-05
"11084","NABP2",96.1034482758621,44.88186463817,1.79862434263781e-05
"11085","NACA",181.086419753086,636.970960828099,3.38912337207816e-05
"11086","NACA2",645,NA,0.000120714992210406
"11087","NACAD",585.75,1382.34446296345,0.00010962605687945
"11088","NACC1",295,298.735908215171,5.5210732871426e-05
"11089","NACC2",352.2,322.790885180415,6.59160003976822e-05
"11090","NADK",115.685185185185,42.3938514917515,2.1651063920138e-05
"11091","NADK2",98.9393939393939,46.1775432560623,1.85170049127073e-05
"11092","NADSYN1",99.71875,41.2762542712716,1.86628653170255e-05
"11093","NAE1",77.4152542372881,29.456421896769,1.44886539724354e-05
"11094","NAF1",146.052631578947,119.854297509847,2.73344841602511e-05
"11095","NAGA",137,52.328841878143,2.56402386555436e-05
"11096","NAGK",100.301204819277,43.9125336127034,1.87718746642688e-05
"11097","NAGLU",196.833333333333,266.338186168947,3.68383477520645e-05
"11098","NAGPA",152.104166666667,119.297454019191,2.84670593710651e-05
"11099","NAGS",223.928571428571,78.358607877957,4.19093577607556e-05
"11100","NAIF1",490.5,28.9913780286484,9.17995405879135e-05
"11101","NAIP",277.5,505.762724341497,5.1935519904477e-05
"11102","NALCN",118.568181818182,34.8895780158987,2.21906312319129e-05
"11103","NAMPT",125.916666666667,47.4844749609685,2.35659371098092e-05
"11104","NANOG",195.083333333333,115.844298587162,3.65108264553696e-05
"11105","NANOGNB",133.875,124.45818287969,2.50553791971599e-05
"11106","NANOGP8",594,286.071669341793,0.000111170085849583
"11107","NANOS1",564,441.234631460406,0.000105555435049099
"11108","NANOS2",414,NA,7.74821810466793e-05
"11109","NANOS3",219,201.17032584355,4.09869508435332e-05
"11110","NANP",372,398.808224589213,6.96216699260016e-05
"11111","NANS",184.2,84.8525518505811,3.44739559149718e-05
"11112","NAP1L1",86.6394230769231,45.046833210274,1.62150035377439e-05
"11113","NAP1L2",1380,NA,0.000258273936822264
"11114","NAP1L3",1507.5,14.8492424049175,0.000282136202724321
"11115","NAP1L4",80.4414414414414,46.6995590177125,1.50550201193759e-05
"11116","NAP1L5",546,NA,0.000102186644568809
"11117","NAPA",74.9827586206897,27.727047646727,1.40334001904051e-05
"11118","NAPB",79.725,22.8203547243155,1.49209345022862e-05
"11119","NAPEPLD",258.153846153846,208.952567308027,4.83147899651906e-05
"11120","NAPG",72.1363636363636,44.4503955250981,1.35006830611638e-05
"11121","NAPRT",124.640625,56.6255781532558,2.33271194976359e-05
"11122","NAPSA",125.157894736842,45.9181193453143,2.34239291290368e-05
"11123","NARF",111.045454545455,56.0990909611932,2.07827150084582e-05
"11124","NARS",81.75,51.360490651862,1.52999234313189e-05
"11125","NARS2",96.4166666666667,44.0034901213204,1.80448638226666e-05
"11126","NASP",105.427419354839,134.749944470302,1.97312714824536e-05
"11127","NAT1",675.75,361.586484418715,0.000126470009280902
"11128","NAT10",107,31.5260033764017,2.00255878550596e-05
"11129","NAT14",203.285714285714,204.999767711831,3.80459432813749e-05
"11130","NAT16",335.444444444444,144.879355940651,6.27801139505971e-05
"11131","NAT2",675,275.771644662754,0.00012632964301089
"11132","NAT8",681,NA,0.000127452573170987
"11133","NAT8B",679,NA,0.000127078263117621
"11134","NAT8L",261.6,153.498534194956,4.89597549802205e-05
"11135","NAT9",97.6666666666667,36.0782102508143,1.82788076060201e-05
"11136","NATD1",113,6.557438524302,2.11485180151564e-05
"11137","NAV1",178.833333333333,171.13182872785,3.34695572717741e-05
"11138","NAV2",183.946428571429,188.447859330171,3.44264987474915e-05
"11139","NAV3",173.398843930636,170.595698434155,3.24524652626048e-05
"11140","NAXD",110.647058823529,53.6527506010533,2.0708153246491e-05
"11141","NAXE",139.941176470588,40.2794466636449,2.61906946163754e-05
"11142","NBAS",135.166666666667,65.1358752377724,2.52971211066251e-05
"11143","NBDY",146.2,87.1217538850085,2.73620649010254e-05
"11144","NBEA",151.100386100386,123.553575454546,2.82791967923992e-05
"11145","NBEAL1",139.717948717949,85.4936615613471,2.61489164203738e-05
"11146","NBEAL2",149.5,87.49336766564,2.79796764890786e-05
"11147","NBL1",155.477272727273,62.7384710566694,2.90983531258417e-05
"11148","NBN",115.648148148148,88.3881144164239,2.16441322524831e-05
"11149","NBPF1",144.125,65.4475996341527,2.69737182206586e-05
"11150","NBPF10",127.595588235294,59.6528697489152,2.3880155720784e-05
"11151","NBPF11",129.033333333333,67.787249803743,2.41492369429706e-05
"11152","NBPF12",136.057803468208,65.2838801805336,2.54639018384957e-05
"11153","NBPF14",129.05,62.7017046474047,2.41523561934154e-05
"11154","NBPF15",134,65.3834841531101,2.50787735754952e-05
"11155","NBPF19",121.673913043478,60.2467145475453,2.27718844422529e-05
"11156","NBPF20",122.584905660377,57.387696049567,2.29423812897765e-05
"11157","NBPF26",135.602209944751,70.7302920770954,2.53786352204566e-05
"11158","NBPF3",125.758064516129,69.500957767636,2.35362539200934e-05
"11159","NBPF4",135,70.2404035133219,2.5265928602178e-05
"11160","NBPF6",134.119047619048,67.6512586658286,2.51010539358146e-05
"11161","NBPF9",138.365384615385,65.2807422612036,2.58957772496682e-05
"11162","NBR1",142.341772151899,98.5495952294891,2.66399781651657e-05
"11163","NCALD",215.605263157895,131.732230346605,4.03516087792679e-05
"11164","NCAM1",124.188461538462,70.8189209002055,2.32424948329267e-05
"11165","NCAM2",141.942857142857,39.554833762128,2.65653192160043e-05
"11166","NCAN",249.277777777778,304.870619724567,4.66535891514291e-05
"11167","NCAPD2",130.327586206897,43.7538521335839,2.43914628740567e-05
"11168","NCAPD3",122.594059405941,58.420574837607,2.29440944592716e-05
"11169","NCAPG",137.818181818182,58.726832956417,2.57933654955568e-05
"11170","NCAPG2",124.438596491228,42.8944031845811,2.3289308846686e-05
"11171","NCAPH",123.266666666667,52.6175218306944,2.30699762890998e-05
"11172","NCAPH2",89.7386363636364,35.2676121545624,1.67950368831145e-05
"11173","NCBP1",97.7941176470588,44.5331197226083,1.83026606976562e-05
"11174","NCBP2",90.1666666666667,47.8772585269663,1.68751449058991e-05
"11175","NCBP2AS2",297,NA,5.55850429247916e-05
"11176","NCBP2L",459,0,8.59041572474053e-05
"11177","NCBP3",129.764705882353,66.5624982739575,2.42861169918975e-05
"11178","NCCRP1",137.5,104.293336316373,2.5733816168885e-05
"11179","NCDN",300.769230769231,280.178130151846,5.62904734099806e-05
"11180","NCEH1",229.96,183.688250395428,4.30381699359767e-05
"11181","NCF1",93.75,38.7211323046799,1.75457837515125e-05
"11182","NCF2",100.507692307692,46.0502860594139,1.88105198356728e-05
"11183","NCF4",107.432432432432,70.8219757720176,2.010651975849e-05
"11184","NCK1",232.916666666667,194.297601557545,4.35915249648689e-05
"11185","NCK2",253,211.507046618383,4.73502217507484e-05
"11186","NCKAP1",107.714285714286,36.1704872439595,2.01592700169759e-05
"11187","NCKAP1L",106.12,36.7423314300946,1.98608914315787e-05
"11188","NCKAP5",200.024096385542,570.838108182825,3.74355150962391e-05
"11189","NCKAP5L",438.25,786.170592174497,8.20206904437372e-05
"11190","NCKIPSD",163.979591836735,109.095808389522,3.06896048856388e-05
"11191","NCL",169.206896551724,117.868988806079,3.16679212390517e-05
"11192","NCLN",101.215384615385,49.4287657605911,1.89429680084022e-05
"11193","NCMAP",102,32.0780298646909,1.90898127216456e-05
"11194","NCOA1",226.162162162162,274.573439109418,4.23273854940992e-05
"11195","NCOA2",197.239130434783,240.934770774407,3.6914294719414e-05
"11196","NCOA3",202.809523809524,171.649479401488,3.79568218400974e-05
"11197","NCOA4",207.661016949153,290.688754641128,3.8864803168096e-05
"11198","NCOA5",205.1,165.87106773368,3.83854959726423e-05
"11199","NCOA6",362.150943396226,615.348444011334,6.7778369474522e-05
"11200","NCOA7",162.621212121212,197.407564748787,3.04353772937348e-05
"11201","NCOR1",147.827004219409,89.8545884431749,2.76665669191219e-05
"11202","NCOR2",154.828178694158,94.8683190630245,2.89768719147545e-05
"11203","NCR1",129,106.305377725369,2.41429984420812e-05
"11204","NCR2",141.882352941176,105.645564479147,2.65539955505243e-05
"11205","NCR3",129.352941176471,108.205210812875,2.4209053157381e-05
"11206","NCR3LG1",272.4,173.610803555283,5.09810292683947e-05
"11207","NCS1",77.5714285714286,37.997397250367,1.45178827841086e-05
