"","gene","ensembl_gene_id","Length","transcript_length","cds_length"
"22066","MVP","ENSG00000013364",27645,561,NA
"22067","MX1","ENSG00000157601",38910,879.5,NA
"22068","MX2","ENSG00000183486",47394,827,NA
"22069","MXD1","ENSG00000059728",45257,921,NA
"22070","MXD3","ENSG00000213347",11296,1483,NA
"22071","MXD4","ENSG00000123933",14677,624,NA
"22072","MXI1","ENSG00000119950",79760,2134.5,NA
"22073","MXRA5","ENSG00000101825",38087,9804,8487
"22074","MXRA5Y","ENSG00000235649",30178,8000,NA
"22075","MXRA7","ENSG00000182534",38465,1881,513
"22076","MXRA8","ENSG00000162576",9088,1086,NA
"22077","MYADM","ENSG00000179820",11672,843,NA
"22078","MYADML","ENSG00000239649",5486,951,NA
"22079","MYADML2","ENSG00000185105",7588,2452,924
"22080","MYB","ENSG00000118513",37865,2478.5,NA
"22081","MYB-AS1","ENSG00000236703",912,449,NA
"22082","MYBBP1A","ENSG00000132382",16734,982,NA
"22083","MYBL1","ENSG00000185697",52072,1908.5,NA
"22084","MYBL2","ENSG00000101057",49476,2686,2067
"22085","MYBPC1","ENSG00000196091",117675,3512,NA
"22086","MYBPC2","ENSG00000086967",33429,2015.5,NA
"22087","MYBPC3","ENSG00000134571",21296,4217,3825
"22088","MYBPH","ENSG00000133055",8015,1795,1432.5
"22089","MYBPHL","ENSG00000221986",14646,871,NA
"22090","MYC","ENSG00000136997",7517,1621,NA
"22091","MYCBP","ENSG00000214114",10875,784.5,NA
"22092","MYCBP2","ENSG00000005810",282437,845,NA
"22093","MYCBP2-AS1","ENSG00000236051",102950,580,NA
"22094","MYCBP2-AS2","ENSG00000229521",679,428,NA
"22095","MYCBPAP","ENSG00000136449",23117,753,NA
"22096","MYCL","ENSG00000116990",6830,2600,903
"22097","MYCLP1","ENSG00000204053",1074,1075,NA
"22098","MYCLP2","ENSG00000228004",966,967,NA
"22099","MYCN","ENSG00000134323",6457,2153,1078.5
"22100","MYCNOS","ENSG00000233718",23899,770,NA
"22101","MYCNUT","ENSG00000223850",15618,1039,NA
"22102","MYCT1","ENSG00000120279",26672,2389,650
"22103","MYD88","ENSG00000172936",4544,2660.5,NA
"22104","MYDGF","ENSG00000074842",28996,588,NA
"22105","MYEF2","ENSG00000104177",43721,1029,NA
"22106","MYEOV","ENSG00000172927",73575,616,NA
"22107","MYF5","ENSG00000111049",2759,1540,768
"22108","MYF6","ENSG00000111046",1840,1329,729
"22109","MYH1","ENSG00000109061",26235,6023,5820
"22110","MYH10","ENSG00000133026",156556,711,NA
"22111","MYH11","ENSG00000133392",153893,4087,NA
"22112","MYH11","ENSG00000276480",153843,4087,NA
"22113","MYH13","ENSG00000006788",72265,5994,5817
"22114","MYH14","ENSG00000105357",122356,4143,NA
"22115","MYH15","ENSG00000144821",148954,3207,NA
"22116","MYH16","ENSG00000002079",72301,1599,NA
"22117","MYH2","ENSG00000125414",28552,2453.5,2127
"22118","MYH3","ENSG00000109063",28783,583,NA
"22119","MYH4","ENSG00000264424",26269,6016,5820
"22120","MYH6","ENSG00000197616",26291,2192,NA
"22121","MYH7","ENSG00000092054",22920,6027,5808
"22122","MYH7B","ENSG00000078814",27034,699,NA
"22123","MYH8","ENSG00000133020",31628,6041,5814
"22124","MYH9","ENSG00000100345",106790,572,NA
"22125","MYHAS","ENSG00000272975",240742,2274,NA
"22126","MYL1","ENSG00000168530",25024,786,NA
"22127","MYL10","ENSG00000106436",15966,775.5,592.5
"22128","MYL12A","ENSG00000101608",8755,680.5,NA
"22129","MYL12AP1","ENSG00000254387",514,515,NA
"22130","MYL12B","ENSG00000118680",16952,1064,519
"22131","MYL12BP1","ENSG00000260490",506,507,NA
"22132","MYL12BP2","ENSG00000227765",511,512,NA
"22133","MYL2","ENSG00000111245",10624,664,NA
"22134","MYL3","ENSG00000160808",47061,970.5,NA
"22135","MYL4","ENSG00000198336",23233,695,519
"22136","MYL5","ENSG00000215375",8453,731,NA
"22137","MYL6","ENSG00000092841",5335,664,NA
"22138","MYL6B","ENSG00000196465",7391,703,NA
"22139","MYL6BP1","ENSG00000228380",614,615,NA
"22140","MYL6P1","ENSG00000226543",452,453,NA
"22141","MYL6P2","ENSG00000235808",433,434,NA
"22142","MYL6P3","ENSG00000227173",431,432,NA
"22143","MYL6P4","ENSG00000240677",452,453,NA
"22144","MYL6P5","ENSG00000228118",458,459,NA
"22145","MYL6P5","ENSG00000275193",458,459,NA
"22146","MYL7","ENSG00000106631",2468,531.5,NA
"22147","MYL8P","ENSG00000224874",517,518,NA
"22148","MYL8P","ENSG00000226575",517,518,NA
"22149","MYL8P","ENSG00000229342",517,518,NA
"22150","MYL8P","ENSG00000229596",517,518,NA
"22151","MYL8P","ENSG00000230193",517,518,NA
"22152","MYL9","ENSG00000101335",9950,1905,438
"22153","MYLIP","ENSG00000007944",19162,2934,1066.5
"22154","MYLK","ENSG00000065534",274282,2404,NA
"22155","MYLK-AS1","ENSG00000239523",59268,718.5,NA
"22156","MYLK-AS2","ENSG00000250174",2763,627,NA
"22157","MYLK2","ENSG00000101306",15381,2787,NA
"22158","MYLK3","ENSG00000140795",88125,594,NA
"22159","MYLK4","ENSG00000145949",87293,5655.5,1158
"22160","MYLKP1","ENSG00000228868",10522,1580,NA
"22161","MYLPF","ENSG00000180209",7057,604,NA
"22162","MYMK","ENSG00000187616",14026,681,NA
"22163","MYMX","ENSG00000262179",1308,755,255
"22164","MYNN","ENSG00000085274",16885,2833,1746
"22165","MYO10","ENSG00000145555",274381,1242,NA
"22166","MYO15A","ENSG00000091536",71096,1286.5,NA
"22167","MYO15B","ENSG00000266714",38791,566,NA
"22168","MYO16","ENSG00000041515",611853,3332,NA
"22169","MYO16-AS1","ENSG00000236242",37581,580,NA
"22170","MYO16-AS2","ENSG00000229938",658,436,NA
"22171","MYO18A","ENSG00000196535",109288,674,NA
"22172","MYO18B","ENSG00000133454",288897,4065.5,NA
"22173","MYO19","ENSG00000278259",47802,786,NA
"22174","MYO19","ENSG00000278372",47802,786,NA
"22175","MYO1A","ENSG00000166866",22681,582,NA
"22176","MYO1B","ENSG00000128641",180204,791,NA
"22177","MYO1C","ENSG00000197879",28500,592,NA
"22178","MYO1D","ENSG00000176658",384655,585.5,NA
"22179","MYO1E","ENSG00000157483",240437,570,NA
"22180","MYO1F","ENSG00000142347",56799,627.5,NA
"22181","MYO1G","ENSG00000136286",16426,3440,NA
"22182","MYO1H","ENSG00000174527",107620,879,NA
"22183","MYO3A","ENSG00000095777",278303,1545,NA
"22184","MYO3B","ENSG00000071909",477026,4156,NA
"22185","MYO3B-AS1","ENSG00000231898",76479,755,NA
"22186","MYO5A","ENSG00000197535",221767,3008,NA
"22187","MYO5B","ENSG00000167306",372358,561,NA
"22188","MYO5BP1","ENSG00000274680",1238,1239,NA
"22189","MYO5BP2","ENSG00000238245",1276,1277,NA
"22190","MYO5BP3","ENSG00000228656",1278,1279,NA
"22191","MYO5C","ENSG00000128833",103482,2129,NA
"22192","MYO6","ENSG00000196586",170345,3140,NA
"22193","MYO7A","ENSG00000137474",86995,3360.5,NA
"22194","MYO7B","ENSG00000169994",101927,3959.5,NA
"22195","MYO9A","ENSG00000066933",296286,693,NA
"22196","MYO9B","ENSG00000099331",138756,645,NA
"22197","MYOC","ENSG00000034971",17271,1835.5,853.5
"22198","MYOCD","ENSG00000141052",103059,2817,NA
"22199","MYOCOS","ENSG00000283683",38178,1294,243
"22200","MYOD1","ENSG00000129152",2565,1803,963
"22201","MYOF","ENSG00000138119",175905,763,NA
"22202","MYOG","ENSG00000122180",2883,1507,675
"22203","MYOM1","ENSG00000101605",153301,754,NA
"22204","MYOM2","ENSG00000036448",120506,614,NA
"22205","MYOM2","ENSG00000274137",120314,614,NA
"22206","MYOM3","ENSG00000142661",56100,3893.5,NA
"22207","MYORG","ENSG00000164976",10232,3463.5,1312.5
"22208","MYOSLID","ENSG00000229647",82548,1301,NA
"22209","MYOT","ENSG00000120729",20060,618.5,NA
"22210","MYOZ1","ENSG00000177791",9862,1300,900
"22211","MYOZ2","ENSG00000172399",52005,2597,795
"22212","MYOZ3","ENSG00000164591",18491,665,NA
"22213","MYPN","ENSG00000138347",105900,5707,3138
"22214","MYPOP","ENSG00000176182",12590,1896,1200
"22215","MYRF","ENSG00000124920",35876,1948,NA
"22216","MYRF-AS1","ENSG00000124915",11162,927,NA
"22217","MYRFL","ENSG00000166268",133870,1319,1127
"22218","MYRIP","ENSG00000170011",451407,3194,NA
"22219","MYSM1","ENSG00000162601",56637,3984.5,NA
"22220","MYT1","ENSG00000196132",139859,2228.5,NA
"22221","MYT1","ENSG00000276876",90461,2140,NA
"22222","MYT1L","ENSG00000186487",542551,3316,NA
"22223","MYT1L-AS1","ENSG00000225619",7878,3198,NA
"22224","MYZAP","ENSG00000263155",93460,1459.5,857
"22225","MZB1","ENSG00000170476",2614,956.5,NA
"22226","MZF1","ENSG00000099326",11644,2486,NA
"22227","MZF1-AS1","ENSG00000267858",15668,802,NA
"22228","MZT1","ENSG00000204899",19262,2231,249
"22229","MZT1P1","ENSG00000271264",418,246,NA
"22230","MZT1P2","ENSG00000271404",384,248,NA
"22231","MZT2A","ENSG00000173272",27843,639,NA
"22232","MZT2B","ENSG00000152082",8992,480,NA
"22233","N4BP1","ENSG00000102921",81422,544.5,NA
"22234","N4BP2","ENSG00000078177",101402,7540.5,2361
"22235","N4BP2L1","ENSG00000139597",27588,1953,NA
"22236","N4BP2L2","ENSG00000244754",106468,2343,NA
"22237","N4BP2L2-IT2","ENSG00000281026",4889,4890,NA
"22238","N4BP3","ENSG00000145911",12549,5985,1635
"22239","N6AMT1","ENSG00000156239",13180,4781,645
"22240","NAA10","ENSG00000102030",5855,855,NA
"22241","NAA11","ENSG00000156269",100367,1035,NA
"22242","NAA15","ENSG00000164134",118528,764.5,NA
"22243","NAA16","ENSG00000172766",65763,1005,NA
"22244","NAA20","ENSG00000173418",16345,1036,NA
"22245","NAA25","ENSG00000111300",82107,2627.5,NA
"22246","NAA30","ENSG00000139977",25362,2524,419.5
"22247","NAA35","ENSG00000135040",84316,1797,NA
"22248","NAA38","ENSG00000183011",28553,556,NA
"22249","NAA40","ENSG00000110583",18360,868.5,NA
"22250","NAA50","ENSG00000121579",29842,962,NA
"22251","NAA60","ENSG00000122390",43304,755.5,NA
"22252","NAA80","ENSG00000243477",3019,1163,861
"22253","NAAA","ENSG00000138744",27353,734,NA
"22254","NAALAD2","ENSG00000077616",61379,1695.5,NA
"22255","NAALAD2","ENSG00000285516",61379,1695.5,NA
"22256","NAALADL1","ENSG00000168060",13735,850.5,NA
"22257","NAALADL2","ENSG00000177694",1371975,789.5,NA
"22258","NAALADL2-AS1","ENSG00000225552",3188,804,NA
"22259","NAALADL2-AS2","ENSG00000226779",36235,1038,NA
"22260","NAALADL2-AS3","ENSG00000230292",35935,384,NA
"22261","NAB1","ENSG00000138386",46020,579,NA
"22262","NAB2","ENSG00000166886",6433,791,NA
"22263","NABP1","ENSG00000173559",18596,1437.5,NA
"22264","NABP2","ENSG00000139579",7839,1215.5,NA
"22265","NACA","ENSG00000196531",19200,690,NA
"22266","NACA2","ENSG00000253506",798,799,648
"22267","NACA3P","ENSG00000121089",647,648,NA
"22268","NACA4P","ENSG00000228224",10913,1098,NA
"22269","NACAD","ENSG00000136274",8532,2582,NA
"22270","NACAP10","ENSG00000254253",662,663,NA
"22271","NACAP2","ENSG00000180230",623,624,NA
"22272","NACAP5","ENSG00000249488",635,636,NA
"22273","NACAP6","ENSG00000248403",621,622,NA
"22274","NACAP7","ENSG00000218965",949,609,NA
"22275","NACAP8","ENSG00000257210",480,481,NA
"22276","NACC1","ENSG00000160877",24285,717,497
"22277","NACC2","ENSG00000148411",88752,6802,NA
"22278","NADK","ENSG00000008130",29225,859,NA
"22279","NADK2","ENSG00000152620",49690,1233,NA
"22280","NADK2-AS1","ENSG00000245711",847,720,NA
"22281","NADSYN1","ENSG00000172890",70998,820,NA
"22282","NAE1","ENSG00000159593",70381,582.5,NA
"22283","NAF1","ENSG00000145414",56817,1381.5,NA
"22284","NAGA","ENSG00000198951",12508,1869,1236
"22285","NAGK","ENSG00000124357",15464,729,NA
"22286","NAGLU","ENSG00000108784",8208,634,369
"22287","NAGPA","ENSG00000103174",9297,740.5,NA
"22288","NAGPA-AS1","ENSG00000267072",33090,1393,NA
"22289","NAGS","ENSG00000161653",4446,1995,NA
"22290","NAIF1","ENSG00000171169",6973,1506,NA
"22291","NAIP","ENSG00000249437",56631,4348,NA
"22292","NAIP","ENSG00000276068",56616,4083,NA
"22293","NAIP","ENSG00000278613",56609,4013,NA
"22294","NALCN","ENSG00000102452",362732,2717,NA
"22295","NALCN-AS1","ENSG00000233009",350961,2846,NA
"22296","NALCN-AS1","ENSG00000283035",350961,2846,NA
"22297","NALT1","ENSG00000237886",3681,587.5,NA
"22298","NAMA","ENSG00000271086",21903,928,NA
"22299","NAMPT","ENSG00000105835",38028,833,NA
"22300","NAMPTP1","ENSG00000229644",2513,2514,NA
"22301","NAMPTP2","ENSG00000249229",3936,1115,NA
"22302","NAMPTP3","ENSG00000261053",223,224,NA
"22303","NANOG","ENSG00000111704",11352,853,NA
"22304","NANOGNB","ENSG00000205857",8905,865.5,538.5
"22305","NANOGNBP1","ENSG00000226034",479,480,NA
"22306","NANOGNBP2","ENSG00000256563",552,553,NA
"22307","NANOGNBP3","ENSG00000270813",564,565,NA
"22308","NANOGP1","ENSG00000176654",9339,1448.5,NA
"22309","NANOGP10","ENSG00000231750",894,895,NA
"22310","NANOGP11","ENSG00000233464",1054,727,NA
"22311","NANOGP2","ENSG00000228670",726,727,NA
"22312","NANOGP3","ENSG00000271373",285,286,NA
"22313","NANOGP4","ENSG00000237065",912,913,NA
"22314","NANOGP5","ENSG00000231697",876,877,NA
"22315","NANOGP6","ENSG00000227351",846,847,NA
"22316","NANOGP7","ENSG00000258774",917,918,NA
"22317","NANOGP7","ENSG00000276238",917,918,NA
"22318","NANOGP8","ENSG00000255192",917,894,894
"22319","NANOGP9","ENSG00000231809",891,892,NA
"22320","NANOS1","ENSG00000188613",4016,2562.5,567
"22321","NANOS2","ENSG00000188425",1564,1565,417
"22322","NANOS3","ENSG00000187556",18694,513.5,NA
"22323","NANOS3","ENSG00000288505",18694,513.5,NA
"22324","NANP","ENSG00000170191",11079,3803,747
"22325","NANS","ENSG00000095380",26345,971.5,NA
"22326","NAP1L1","ENSG00000187109",48373,1074,NA
"22327","NAP1L1P1","ENSG00000254759",1062,1063,NA
"22328","NAP1L1P2","ENSG00000229163",2119,1089,NA
"22329","NAP1L1P3","ENSG00000213371",879,880,NA
"22330","NAP1L2","ENSG00000186462",2552,2553,1383
"22331","NAP1L3","ENSG00000186310",2648,2602,1510.5
"22332","NAP1L4","ENSG00000205531",47946,634.5,NA
"22333","NAP1L4","ENSG00000273562",47968,644,NA
"22334","NAP1L4P1","ENSG00000177173",1156,1157,NA
"22335","NAP1L4P2","ENSG00000224816",898,899,NA
"22336","NAP1L4P3","ENSG00000234145",1146,1147,NA
"22337","NAP1L5","ENSG00000177432",1916,1917,549
"22338","NAP1L6","ENSG00000204118",2043,1633,NA
"22339","NAPA","ENSG00000105402",27454,748,NA
"22340","NAPA-AS1","ENSG00000268061",17315,1191.5,NA
"22341","NAPB","ENSG00000125814",47000,3754,NA
"22342","NAPEPLD","ENSG00000161048",49784,2274.5,NA
"22343","NAPEPLD","ENSG00000275723",49788,2274.5,NA
"22344","NAPG","ENSG00000134265",26859,1245,NA
"22345","NAPGP1","ENSG00000271408",718,719,NA
"22346","NAPGP2","ENSG00000275906",993,656,NA
"22347","NAPRT","ENSG00000147813",3864,1049,NA
"22348","NAPRT","ENSG00000278488",3864,1032,NA
"22349","NAPSA","ENSG00000131400",7353,867,NA
"22350","NAPSB","ENSG00000131401",10971,926,NA
"22351","NARF","ENSG00000141562",32357,866,NA
"22352","NARF-AS1","ENSG00000266445",1327,838,NA
"22353","NARF-IT1","ENSG00000266236",1290,769,NA
"22354","NARS","ENSG00000134440",21557,774.5,NA
"22355","NARS2","ENSG00000137513",138906,755,NA
"22356","NARSP2","ENSG00000253789",9374,514,NA
"22357","NASP","ENSG00000132780",35058,778,NA
"22358","NAT1","ENSG00000171428",53212,1622.5,NA
"22359","NAT10","ENSG00000135372",42053,588,NA
"22360","NAT14","ENSG00000090971",2380,730,NA
"22361","NAT16","ENSG00000167011",9797,1389,789.5
"22362","NAT2","ENSG00000156006",9936,1000.5,678
"22363","NAT8","ENSG00000144035",1699,1085,684
"22364","NAT8B","ENSG00000204872",764,765,679
"22365","NAT8L","ENSG00000185818",9577,5720.5,657
"22366","NAT9","ENSG00000109065",5838,583,NA
"22367","NATD1","ENSG00000274180",14540,4931,342
"22368","NATP","ENSG00000253937",877,878,NA
"22369","NAV1","ENSG00000134369",204084,3669.5,NA
"22370","NAV2","ENSG00000166833",770877,2289,NA
"22371","NAV2-AS1","ENSG00000254894",948,660,NA
"22372","NAV2-AS2","ENSG00000254453",5457,782,NA
"22373","NAV2-AS3","ENSG00000254542",2638,598,NA
"22374","NAV2-AS4","ENSG00000254622",9006,1181,NA
"22375","NAV2-AS5","ENSG00000255043",4557,1938,NA
"22376","NAV2-IT1","ENSG00000255270",4530,506,NA
"22377","NAV3","ENSG00000067798",888369,962,NA
"22378","NAXD","ENSG00000213995",24533,2377,NA
"22379","NAXE","ENSG00000163382",2537,901,NA
"22380","NBAS","ENSG00000151779",394420,844,NA
"22381","NBAT1","ENSG00000260455",13988,3692,NA
"22382","NBDY","ENSG00000204272",89938,719.5,207
"22383","NBEA","ENSG00000172915",730735,7413.5,NA
"22384","NBEAL1","ENSG00000144426",211499,966,NA
"22385","NBEAL2","ENSG00000160796",30021,827,NA
"22386","NBEAP1","ENSG00000258590",30770,2007.5,NA
"22387","NBEAP3","ENSG00000223875",40952,1493,NA
"22388","NBEAP5","ENSG00000277710",24453,693,NA
"22389","NBL1","ENSG00000158747",61477,1177,546
"22390","NBN","ENSG00000104320",69892,593,NA
"22391","NBPF1","ENSG00000219481",51243,2755,NA
"22392","NBPF10","ENSG00000271425",164289,11630,3720
"22393","NBPF11","ENSG00000263956",50276,4630,2493
"22394","NBPF12","ENSG00000268043",57458,4832.5,2970
"22395","NBPF13P","ENSG00000227242",36937,1783,NA
"22396","NBPF14","ENSG00000270629",148357,2678.5,2169
"22397","NBPF15","ENSG00000266338",40288,1996,NA
"22398","NBPF17P","ENSG00000179571",40425,2119,NA
"22399","NBPF18P","ENSG00000240667",3846,568,NA
"22400","NBPF19","ENSG00000271383",81023,3670,900
"22401","NBPF20","ENSG00000162825",115878,3689,2766
"22402","NBPF21P","ENSG00000231382",21451,1451,NA
"22403","NBPF22P","ENSG00000205449",14003,1361.5,NA
"22404","NBPF25P","ENSG00000272150",35513,2923,NA
"22405","NBPF26","ENSG00000273136",118161,2701,2182
"22406","NBPF2P","ENSG00000227001",3342,661,NA
"22407","NBPF3","ENSG00000142794",44877,1417,NA
"22408","NBPF4","ENSG00000196427",20740,2353.5,1960.5
"22409","NBPF5P","ENSG00000243967",34976,1319,NA
"22410","NBPF6","ENSG00000186086",20720,2222,1917
"22411","NBPF7","ENSG00000215864",9644,1332,NA
"22412","NBPF8","ENSG00000270231",47889,5594.5,NA
"22413","NBPF9","ENSG00000269713",49534,4527,NA
"22414","NBR1","ENSG00000188554",41208,2900,NA
"22415","NBR2","ENSG00000198496",28120,1251,NA
"22416","NCALD","ENSG00000104490",438365,563.5,NA
"22417","NCAM1","ENSG00000149294",317189,1341.5,NA
"22418","NCAM1-AS1","ENSG00000227487",8895,2966,NA
"22419","NCAM2","ENSG00000154654",544920,583,NA
"22420","NCAN","ENSG00000130287",40275,1464.5,NA
"22421","NCAPD2","ENSG00000010292",38599,584,NA
"22422","NCAPD2P1","ENSG00000230356",1800,1801,NA
"22423","NCAPD3","ENSG00000151503",75335,750,NA
"22424","NCAPG","ENSG00000109805",33886,807,NA
"22425","NCAPG2","ENSG00000146918",73635,2926,NA
"22426","NCAPGP1","ENSG00000250290",2646,1814,NA
"22427","NCAPGP2","ENSG00000259749",1225,754,NA
"22428","NCAPH","ENSG00000121152",41325,1852,NA
"22429","NCAPH2","ENSG00000025770",16556,1019.5,NA
"22430","NCBP1","ENSG00000136937",40080,728,NA
"22431","NCBP2","ENSG00000114503",7192,1096,NA
"22432","NCBP2-AS1","ENSG00000225578",2657,562,NA
"22433","NCBP2AS2","ENSG00000270170",869,870,300
"22434","NCBP2L","ENSG00000170935",20930,1880,462
"22435","NCBP3","ENSG00000074356",44088,918,NA
"22436","NCCRP1","ENSG00000188505",4920,1975,828
"22437","NCDN","ENSG00000020129",9801,2237,NA
"22438","NCEH1","ENSG00000144959",80969,1323,NA
"22439","NCF1","ENSG00000158517",15414,914,NA
"22440","NCF1B","ENSG00000182487",15321,1254,NA
"22441","NCF1C","ENSG00000165178",15405,1427,NA
"22442","NCF2","ENSG00000116701",35313,2168,NA
"22443","NCF4","ENSG00000100365",17029,1314,NA
"22444","NCF4","ENSG00000275990",19549,1047,NA
"22445","NCF4-AS1","ENSG00000183822",23069,753,NA
"22446","NCF4-AS1","ENSG00000281093",26233,752.5,NA
"22447","NCK1","ENSG00000158092",89398,584,NA
"22448","NCK1-DT","ENSG00000239213",27273,1611,NA
"22449","NCK2","ENSG00000071051",149362,1292.5,382
"22450","NCKAP1","ENSG00000061676",129743,653.5,NA
"22451","NCKAP1L","ENSG00000123338",50491,672,NA
"22452","NCKAP5","ENSG00000176771",896675,2158,NA
"22453","NCKAP5-AS1","ENSG00000233729",15937,1711,NA
"22454","NCKAP5-AS2","ENSG00000226953",20477,662,NA
"22455","NCKAP5-IT1","ENSG00000232474",2231,554,NA
"22456","NCKAP5L","ENSG00000167566",37604,2596,NA
"22457","NCKIPSD","ENSG00000213672",12520,897,NA
"22458","NCL","ENSG00000115053",30110,780.5,NA
"22459","NCLN","ENSG00000125912",24012,1145,NA
"22460","NCLP1","ENSG00000213212",2748,1963,NA
"22461","NCLP2","ENSG00000234228",1461,1462,NA
"22462","NCMAP","ENSG00000184454",53241,4021.5,NA
"22463","NCMAP-DT","ENSG00000264443",17222,1445,NA
"22464","NCOA1","ENSG00000084676",278788,4745,NA
"22465","NCOA2","ENSG00000140396",294026,640,NA
"22466","NCOA3","ENSG00000124151",154990,6750,NA
"22467","NCOA4","ENSG00000266412",25626,2307,1845
"22468","NCOA4P2","ENSG00000249934",1812,1813,NA
"22469","NCOA4P3","ENSG00000249245",1876,1877,NA
"22470","NCOA4P4","ENSG00000249215",1860,1861,NA
"22471","NCOA4P4","ENSG00000288138",1860,1861,NA
"22472","NCOA5","ENSG00000124160",28971,1975.5,1027
"22473","NCOA6","ENSG00000198646",136554,858,NA
"22474","NCOA7","ENSG00000111912",150873,765,NA
"22475","NCOA7-AS1","ENSG00000232131",21002,501,NA
"22476","NCOR1","ENSG00000141027",189028,1204,NA
"22477","NCOR1P1","ENSG00000240108",10612,348.5,NA
"22478","NCOR1P2","ENSG00000265019",8577,294,NA
"22479","NCOR1P3","ENSG00000233601",10310,303,NA
"22480","NCOR2","ENSG00000196498",243174,787,NA
"22481","NCR1","ENSG00000189430",9992,856,NA
"22482","NCR1","ENSG00000273535",9983,856,NA
"22483","NCR1","ENSG00000275156",10000,856,NA
"22484","NCR1","ENSG00000275521",3915,557.5,NA
"22485","NCR1","ENSG00000275637",3915,623,NA
"22486","NCR1","ENSG00000276450",3915,720,682
"22487","NCR1","ENSG00000277334",3915,557.5,NA
"22488","NCR1","ENSG00000277442",3915,678,646
"22489","NCR1","ENSG00000278025",3915,623,NA
"22490","NCR1","ENSG00000278362",9995,856,NA
"22491","NCR2","ENSG00000096264",15281,1125,813
"22492","NCR3","ENSG00000204475",4111,884,NA
"22493","NCR3","ENSG00000206430",4088,875,NA
"22494","NCR3","ENSG00000223833",4089,874,NA
"22495","NCR3","ENSG00000225211",4090,875,NA
"22496","NCR3","ENSG00000236315",4090,875,NA
"22497","NCR3","ENSG00000236979",4090,875,NA
"22498","NCR3","ENSG00000237103",4090,875,NA
"22499","NCR3","ENSG00000237808",4090,874,NA
"22500","NCR3LG1","ENSG00000188211",25541,4396.5,1365
"22501","NCS1","ENSG00000107130",64899,1092,NA
"22502","NCSTN","ENSG00000162736",15636,751,NA
"22503","NCSTNP1","ENSG00000219592",143,144,NA
"22504","NDC1","ENSG00000058804",72985,2668.5,NA
"22505","NDC80","ENSG00000080986",45078,553,NA
"22506","NDE1","ENSG00000072864",83086,675,NA
"22507","NDE1","ENSG00000275911",83086,675,NA
"22508","NDE1P2","ENSG00000271337",1104,1105,NA
"22509","NDEL1","ENSG00000166579",77280,582,NA
"22510","NDFIP1","ENSG00000131507",45661,2079,NA
"22511","NDFIP1P1","ENSG00000255892",524,525,NA
"22512","NDFIP2","ENSG00000102471",74951,2324,NA
"22513","NDFIP2-AS1","ENSG00000232132",3867,431,NA
"22514","NDN","ENSG00000182636",1905,1906,966
"22515","NDNF","ENSG00000173376",37408,740.5,NA
"22516","NDOR1","ENSG00000188566",11324,1811.5,NA
"22517","NDP","ENSG00000124479",24619,1719,NA
"22518","NDP-AS1","ENSG00000236276",21850,1182.5,NA
"22519","NDRG1","ENSG00000104419",64851,584,NA
"22520","NDRG2","ENSG00000165795",54109,637,NA
"22521","NDRG3","ENSG00000101079",94324,2917,1092
"22522","NDRG4","ENSG00000103034",50782,589,NA
"22523","NDST1","ENSG00000070614",72393,576,NA
"22524","NDST1-AS1","ENSG00000254333",10437,368,NA
"22525","NDST2","ENSG00000166507",9887,545,NA
"22526","NDST3","ENSG00000164100",225016,3995,NA
"22527","NDST4","ENSG00000138653",286113,2555,NA
"22528","NDUFA1","ENSG00000125356",4830,421,213
"22529","NDUFA10","ENSG00000130414",132895,737.5,NA
"22530","NDUFA11","ENSG00000174886",12730,657,NA
"22531","NDUFA12","ENSG00000184752",106693,517,NA
"22532","NDUFA12P1","ENSG00000225999",405,406,NA
"22533","NDUFA13","ENSG00000186010",13318,593,NA
"22534","NDUFA2","ENSG00000131495",9045,674,NA
"22535","NDUFA3","ENSG00000170906",6529,440,NA
"22536","NDUFA3","ENSG00000276061",5997,493,NA
"22537","NDUFA3P1","ENSG00000267590",251,252,NA
"22538","NDUFA3P2","ENSG00000254856",231,232,NA
"22539","NDUFA3P3","ENSG00000213032",249,250,NA
"22540","NDUFA3P4","ENSG00000259262",249,250,NA
"22541","NDUFA3P6","ENSG00000262366",249,250,NA
"22542","NDUFA4","ENSG00000189043",8210,534,NA
"22543","NDUFA4L2","ENSG00000185633",5812,987,NA
"22544","NDUFA4P2","ENSG00000236691",243,244,NA
"22545","NDUFA5","ENSG00000128609",20907,1069,NA
"22546","NDUFA5P1","ENSG00000232390",340,341,NA
"22547","NDUFA5P10","ENSG00000224927",356,357,NA
"22548","NDUFA5P11","ENSG00000259918",342,343,NA
"22549","NDUFA5P12","ENSG00000248531",654,343,NA
"22550","NDUFA5P2","ENSG00000253454",343,344,NA
"22551","NDUFA5P3","ENSG00000234853",670,345,NA
"22552","NDUFA5P4","ENSG00000233659",384,385,NA
"22553","NDUFA5P5","ENSG00000242365",341,342,NA
"22554","NDUFA5P6","ENSG00000256310",378,379,NA
"22555","NDUFA5P7","ENSG00000234039",241,242,NA
"22556","NDUFA5P8","ENSG00000236987",345,346,NA
"22557","NDUFA5P9","ENSG00000220831",339,340,NA
"22558","NDUFA6","ENSG00000184983",5358,1072,387
"22559","NDUFA6","ENSG00000272765",5430,865.5,340.5
"22560","NDUFA6","ENSG00000273397",5430,1080,387
"22561","NDUFA6","ENSG00000277365",5430,1080,387
"22562","NDUFA6","ENSG00000281013",5368,1072,387
"22563","NDUFA6-DT","ENSG00000237037",46811,685,NA
